9687 27657
5217 848 79
4095 7313 -11
7027 5847 280
4445 3980 -610
4845 1799 714
3655 2808 835
8719 3369 305
6165 9144 -184
3738 5382 -120
1039 8681 757
849 9681 604
3143 4387 -505
9019 7505 802
5083 6215 -591
6170 2047 -943
8067 9561 -866
8805 6170 534
6305 4228 -725
5850 7190 824
662 6401 100
8811 2226 818
3257 7810 623
966 9533 993
4006 2159 752
2456 8949 913
1647 1394 517
6889 2741 79
6607 8797 -424
1791 3845 644
439 5431 638
6143 5366 -918
9384 4263 -14
5392 7705 -142
8385 8830 -876
5297 1224 846
3623 8076 -486
3076 3980 714
7193 8248 726
4938 4568 -548
7586 6750 338
3207 8588 27
3300 7605 898
4318 5777 -846
6327 477 314
9124 3097 559
3962 6552 651
9330 9481 443
7989 2841 -306
5913 2598 98
5822 4824 125
4097 4196 -436
8480 9450 -136
7818 7387 402
5088 6255 -470
7543 3455 395
810 7639 -586
9 3785 450
7388 5335 200
5051 1460 -356
3018 1330 688
6595 1113 -390
7695 4489 864
1360 2421 -427
1781 2576 190
6386 8932 -579
4027 2580 -149
4903 8178 -640
8340 5767 17
3429 2474 -173
1255 1582 -812
9056 4400 -310
3191 3083 885
6987 9000 166
3656 6699 -265
502 8508 7
9685 3832 -681
326 1898 26
8265 5532 -286
2654 4670 392
7304 8581 773
6672 3143 -696
2697 1999 270
5155 2579 434
9627 4798 302
1838 320 582
7136 8817 443
5909 5695 129
3865 2729 813
9249 4460 326
3933 6793 -199
3033 6324 -242
569 473 -906
7102 4392 685
429 9394 -734
5231 1153 390
1525 7893 -137
8061 4637 -721
8333 7536 621
9118 4894 -79
6984 6473 -335
4912 6368 119
2762 2435 987
6958 1450 -887
3814 125 474
6917 7385 -642
4094 4930 -841
8488 6806 -317
7677 6142 -46
143 5927 -15
5186 2114 17
6660 7112 -998
2114 6324 -643
8759 1104 944
6756 688 832
916 535 552
1613 4934 519
6804 7765 610
6029 2645 -448
8244 1945 -675
6510 3691 889
787 6698 -946
3530 8480 362
3588 1755 -195
6722 8199 -825
2941 5848 305
5013 2452 535
4766 6037 -7
872 3565 -424
6980 2179 -124
6647 6416 299
4890 3321 976
8657 9421 681
1145 1291 161
1769 5667 196
2416 5455 -861
2757 8203 503
7495 605 190
5289 7605 853
9500 3958 -802
1037 7665 191
583 8190 -661
5642 7834 -874
8793 2714 -151
3671 9299 331
3346 8902 -928
7905 228 -899
5447 2215 640
3712 3777 950
7108 9121 -639
153 3475 885
9538 1736 500
6877 6447 960
7581 1900 852
4875 9044 823
2629 4363 571
8015 925 -802
6953 5865 275
3884 8020 705
3197 834 -491
141 4795 -266
2686 1776 610
4402 3431 810
7889 2626 945
9539 7290 -192
4706 4451 685
2239 9671 -778
4827 3371 923
4525 8746 997
9026 14 424
7352 7301 120
8872 3366 44
996 9528 -473
2691 5334 -465
1299 9643 -631
7241 3453 -500
5686 7106 325
5452 4896 -379
7863 68 -579
1222 1891 -549
5573 7509 635
3080 2668 -78
508 5756 -360
3103 911 791
4620 7146 -806
8214 5802 -830
8063 9105 -874
2063 7830 278
3864 5907 352
4446 7582 -940
5448 9406 424
7474 2034 -762
2366 4010 743
1111 233 790
6090 3796 -348
3529 8169 179
2698 3073 -688
3817 8094 529
8067 7479 976
1860 7068 675
237 1547 840
830 7689 -915
465 1593 -753
8210 293 162
6054 655 -128
7866 1835 -338
1215 7355 579
8682 9170 -279
8229 3247 856
9485 1011 575
4490 8980 -957
9013 7019 -43
5937 1104 -833
1654 1551 -759
610 8313 886
4112 2423 -558
1266 3122 804
6574 3737 867
7307 3258 865
6245 1967 -346
7039 5304 33
2281 2251 128
460 5510 600
3962 8101 557
3272 9268 133
1468 6844 635
1742 8253 334
6256 7975 840
6741 6201 -711
3792 8011 -181
7443 4782 941
6476 3947 -865
6889 1561 872
5645 1958 -585
4233 7483 862
7612 5445 143
6245 8742 106
6538 6324 -278
5943 8571 -701
4713 5770 761
9347 8789 -709
621 7188 -692
2543 7631 884
5610 5537 -474
5174 7082 -996
3746 8804 -456
7274 964 505
5289 6581 -169
8417 7702 821
1263 9371 691
2864 800 374
6070 8412 -614
3653 6333 596
4287 9503 318
5365 7372 -30
1539 1231 344
9365 2888 396
4350 465 507
854 358 -226
1969 360 625
1200 9360 -547
2301 4476 -422
9016 5980 -129
4740 1901 995
1846 8501 -175
3584 9583 -796
3173 1708 -881
6644 1198 673
8967 4145 -763
2955 5125 999
2155 8301 -720
2134 8390 -550
5524 2273 479
1123 8233 -91
8763 5156 -372
8552 1047 -29
6507 3916 -183
9399 3861 -626
9687 3776 50
7923 7006 -621
4384 2495 37
922 8709 13
6943 9484 812
7497 470 483
5073 2272 -298
7485 3378 -918
5408 5905 -939
9609 6701 -977
3454 4506 -286
9488 8310 -948
6612 4371 555
7396 7908 -645
8775 3123 -552
5645 1557 -461
986 8893 531
619 4538 -830
9530 6861 470
8163 8143 -466
5966 7076 46
4641 4036 375
7989 8464 967
1541 4479 -157
8459 8876 -852
1872 8156 483
3732 9057 -908
2326 9239 -599
622 7969 -854
2303 9639 -806
7931 660 -711
415 8775 603
6095 6271 576
2439 643 67
1789 6234 785
7364 3845 -957
7526 5067 -403
483 9107 -456
7571 7425 95
2796 9637 971
3731 3187 462
6923 3915 -134
9490 1070 58
6447 5865 -454
1419 6758 982
8156 6534 352
4534 3537 -567
351 2075 944
5634 454 599
412 4963 -439
8561 865 -262
9139 4332 -240
8043 3245 818
7206 2110 -354
7327 2596 -457
4127 4802 53
6352 7868 437
6949 5525 179
6332 6504 -442
9666 8966 -572
5127 6527 561
6082 9659 -776
8363 5188 877
1138 812 39
7233 1121 -372
6884 176 -303
6931 947 -641
9477 3786 -992
705 8758 527
3591 2006 -763
8592 6019 -219
4851 1024 -869
3103 9065 15
8062 3374 -877
3998 6497 191
2500 2832 -431
8009 6871 -726
8945 8927 739
672 8144 -604
6130 5482 -533
3540 5868 808
978 6710 691
303 886 770
1810 2557 450
1358 2566 -910
2465 9406 -405
6906 7556 -20
4534 6314 -732
3096 9520 -150
3014 5769 -752
2908 7359 66
2523 657 553
6456 9159 -676
8228 132 -706
1782 5361 -27
3632 6783 -112
1538 6063 274
6457 2360 -23
7342 6392 -499
6325 3890 -284
2808 7653 -783
8457 1165 647
1992 8202 -771
4209 1051 -705
3108 6928 -453
6235 1236 734
5863 5869 648
5779 4611 578
5905 4961 477
1953 9606 94
473 761 -391
3191 5562 184
6773 6833 244
1336 3417 864
3015 9032 903
2718 4946 -680
8173 7791 -491
3457 7764 -863
5654 2808 -463
4169 7820 -119
6001 7680 998
8479 5392 5
4144 4534 48
1040 8458 904
7948 8932 955
1420 5116 -466
4406 8857 763
803 2213 -765
5109 1838 451
5993 4183 505
4132 771 -134
8420 8848 -297
3877 1939 -589
4733 3279 -882
8155 7830 630
4534 5683 -665
3695 6964 532
45 943 -273
5511 9105 188
2236 2379 -592
6365 1686 -888
4516 7731 -575
1520 8229 902
2680 3702 -668
5069 5275 437
3710 3839 -472
8130 5298 -660
5971 4675 -640
865 325 363
1644 4865 -567
5255 3455 335
5520 7686 -619
1760 3232 177
7575 3295 597
7200 176 -255
7834 8849 829
2690 3725 -878
7160 4559 265
1386 1510 478
769 2446 479
3175 1178 926
8239 333 89
6713 8378 -683
3802 37 614
7181 6123 356
789 288 -971
9345 5083 -393
755 417 240
4665 8201 -579
4861 3482 -232
8443 2745 80
172 7703 -4
5128 3591 530
2495 4348 -703
9401 7067 -885
656 5778 719
2534 7549 -791
7228 393 -728
1359 2104 493
8084 1647 15
481 1037 684
3692 8435 -310
5976 9100 -789
6709 9255 53
796 139 638
9525 2192 697
259 9494 352
8620 6116 -194
9297 4016 -195
7339 745 -454
5334 8815 50
4719 1987 -208
8382 5200 917
9014 973 -223
7891 9099 -744
6130 1203 -422
3211 5069 -674
1075 5087 -41
5426 4392 148
6544 5640 397
833 3620 -759
8250 2632 -658
4337 2440 314
2797 3653 -634
4560 9221 248
8652 3131 -739
6636 3700 -229
6550 365 -683
7218 2988 -261
5963 4360 763
7066 6964 -301
4985 857 608
2506 2237 825
2446 3300 -77
6434 6020 521
5693 6302 -348
8327 6511 -351
1022 7394 186
1268 1580 -373
2037 8346 -844
9498 2853 -593
5644 7496 -310
6454 1468 946
3245 8794 -270
594 2906 -975
2777 3183 1
3205 4903 -370
2663 38 -158
3597 6099 186
1045 3666 -371
2208 9212 -395
3222 3954 156
5976 7624 -137
8053 2400 -68
6095 7178 234
4445 7333 615
1779 7228 -26
4991 270 842
3779 8875 -249
9532 7188 -255
9412 6521 104
4743 4090 -742
3327 8626 -206
7767 6012 -515
2557 6112 -233
7157 8632 -110
6088 6064 -243
9465 7396 113
9054 3569 -436
7344 333 615
3249 605 -808
4465 7944 -962
8110 770 396
8984 2212 338
8057 139 746
9177 9069 506
7897 982 -719
5134 8806 -865
7747 4166 -123
5321 5259 -8
8711 1779 -305
8021 2479 384
4235 2327 -360
1467 9434 -258
9173 6807 705
5506 8044 -727
4242 2175 101
125 2391 -732
5423 5853 -409
9538 2293 -195
1227 5617 857
4015 5720 -274
7255 4531 500
9651 5367 -222
6406 2634 -979
1158 1072 -59
4798 4343 -194
4722 2357 -223
9151 8975 605
5024 9569 808
650 8582 -40
3363 986 822
4960 7148 -560
7389 8795 856
4608 7885 852
8466 7915 -616
6237 9380 48
5886 7297 355
3327 4139 -894
2734 2483 -652
17 1777 -503
3088 5846 -637
1922 9079 -156
7338 3271 26
672 9142 352
8709 2886 992
5404 4128 284
1011 4171 -342
4449 346 382
6178 7328 -142
7098 7788 -321
7854 3331 -841
9439 5991 176
1113 7044 -640
4390 1952 -508
4984 6947 155
513 5763 -416
2669 1432 21
2331 2479 -11
303 3597 -743
332 6175 -899
5575 1962 -892
8106 8642 -732
5146 1973 -703
7389 4824 -580
6407 9587 -235
8003 1950 -34
8922 876 -103
5649 7818 -255
4194 933 105
1827 2276 470
8755 965 154
3076 981 304
7441 5736 213
2441 6744 831
345 4915 871
4611 8799 324
3089 7722 1000
5026 2298 -388
3153 8255 -60
4635 7867 729
9199 1257 404
7429 5861 -332
6369 8375 186
634 8653 594
3391 1469 818
3059 3868 144
9408 5493 355
2234 1833 -119
2351 7542 855
2312 78 -265
4250 3527 -277
3482 5254 79
1759 6825 -549
2453 8836 967
7496 2366 -962
769 4428 809
3144 5529 -498
2230 4924 -63
9522 2865 659
8407 6308 394
6765 7652 164
6689 963 310
5540 8864 357
7517 6915 -90
6627 7291 -375
4839 5535 -450
4420 4328 -591
1265 4160 821
1209 6841 914
8031 6382 -221
5924 3401 -340
9172 1641 150
3399 7098 -780
2503 5675 930
8395 3998 373
4076 8624 -205
4413 6437 153
3347 4544 724
7920 5225 801
6248 6974 -155
7188 7171 347
5900 4103 -754
7807 7938 495
6308 2799 -732
6568 6942 823
3320 5804 -875
4668 4050 -683
7592 7002 671
2864 7128 758
7840 5206 -155
3504 8762 14
6933 8234 -552
2939 4150 430
340 6397 397
4755 3220 -370
4495 6902 410
6816 1012 -706
9273 6402 623
7282 5342 980
4466 5231 698
7943 5822 362
8033 3912 526
7697 5175 -551
1631 5077 -234
7430 2529 -154
7795 2913 546
3561 5540 -175
8011 8144 -884
3930 9671 -216
2551 9602 67
3336 6040 764
9537 2094 -616
7688 5750 -761
7651 9038 686
3425 5006 -413
4014 3684 777
2245 3956 426
6054 8522 -99
3695 3517 62
7790 6329 -147
2751 8299 787
1088 8593 -2
1423 292 647
8819 3230 687
2772 964 -151
4009 8099 701
6066 2037 -150
1845 7263 -373
1684 3276 -218
3617 4545 -775
6033 4024 -247
187 1250 467
3197 1337 -219
7527 1321 518
7334 4263 752
7467 4818 -432
8443 8557 -562
3265 355 -506
7836 4935 159
1714 8000 913
4946 6942 -292
4927 1255 -487
6595 9032 -264
8132 1988 376
1822 8567 -95
5405 9563 -688
2392 4773 -779
2085 1035 868
1448 5072 -78
632 7213 151
6244 602 -225
7106 9395 210
9539 2340 721
3277 4145 -60
2520 1905 -719
5026 8386 173
6007 6674 -107
7841 1562 -270
6725 7346 442
4975 9299 448
300 7058 -658
6863 4659 650
994 4331 -585
4792 3403 37
6908 2146 -22
8270 8006 -355
6061 4160 317
2307 2781 -748
6704 190 -365
9668 5420 -774
6152 2205 520
816 6175 -195
287 8105 -460
6227 2121 -167
5840 9264 -145
3441 2391 -186
9365 3840 -497
3752 3047 453
3620 4785 587
1079 834 -787
7787 6744 -47
9566 740 305
939 2253 104
629 6783 669
3129 6996 -841
3938 7870 740
1599 1164 -966
577 7667 450
302 6284 -842
7377 2446 436
6735 8189 -46
4677 2641 -999
4674 1536 -802
3547 1646 -697
7650 5011 -297
6135 6461 -403
4780 6806 -740
564 214 -583
7602 8723 138
8837 1969 181
8330 4123 -362
1601 4828 -503
8077 150 -358
5588 8054 -560
2304 378 -695
5177 4597 -390
9271 5476 -822
326 4956 245
5040 9456 416
1975 7398 226
9624 1030 858
9468 8675 33
692 2697 -214
3144 6776 435
4003 5063 222
2783 1638 614
4719 716 -942
7053 7176 135
4242 101 1
7526 9070 218
9264 27 -446
7449 7191 -971
3311 7711 -846
345 1158 -829
5937 9263 417
8277 4479 -899
6814 5064 -200
4783 189 -305
3178 1550 419
3707 4545 -123
3186 6139 392
7849 4271 141
2048 1563 498
5497 200 -512
3968 2520 900
7996 4329 -812
2592 375 32
3357 845 -539
6874 4914 -311
3678 9224 -463
6823 9543 962
1508 2997 -695
9213 5493 -740
7145 4611 755
540 8656 -784
4801 5664 509
796 4727 502
6038 2381 811
5970 4962 -87
1271 836 -31
9410 3031 -405
611 8858 -57
5452 2504 -265
5110 9067 -791
6018 6241 484
88 1939 -634
6405 3853 862
2026 2934 -489
5106 4200 852
2991 4662 -364
1469 3543 592
9448 809 -442
5472 627 815
4905 5666 -790
420 2158 -591
7842 6397 247
4633 6601 -495
4450 9615 -707
3780 8076 -285
4376 3325 745
9126 5558 637
6961 2963 -374
8756 1131 800
6567 8864 928
720 6468 282
1436 9546 564
6475 3986 -619
570 7901 87
1449 2960 343
4505 1137 835
5069 9052 -308
3738 4360 341
5570 6359 311
8363 9207 823
6274 6183 445
8464 975 -339
6012 6517 229
6410 6965 -122
4826 5320 -626
3327 4523 295
6179 7781 371
3590 250 -30
1780 8147 748
5629 2136 -727
1144 6379 241
9157 4809 -945
1055 2278 -539
5218 4173 862
6482 1210 442
8546 4556 -85
8828 3954 924
3876 8596 -565
7564 7496 567
4447 6592 270
3093 1215 858
2612 7380 -104
620 234 390
4187 6148 -499
6150 2760 -183
4409 5899 772
3479 3526 -146
8785 5006 90
8784 3992 62
7639 5731 -58
4695 2187 41
1386 1943 611
7097 492 95
7924 5079 -65
4925 8501 752
9228 9617 -257
6746 8528 820
9297 8886 -573
1453 8817 -489
1043 4091 437
6028 7407 296
506 568 696
9499 276 723
8990 7809 303
2182 3355 245
2924 6092 -75
377 1341 -852
6027 9297 -72
9273 668 -578
9613 8828 186
1680 3538 -826
5420 4114 57
4889 2338 804
1999 2786 666
9539 830 502
4026 2657 917
6238 646 607
2443 9169 405
7035 1543 273
2360 5574 206
4195 8651 -37
9618 9345 -345
2329 6073 533
854 2615 -82
2924 4670 370
3084 2125 -230
8290 8570 -861
1089 8020 -864
3520 2643 11
2370 3384 -912
7025 5466 -343
1999 8052 584
1444 6927 -822
9680 4114 485
233 3663 228
153 6916 -496
738 7420 -907
8151 6760 612
2364 4034 980
4841 2544 -220
4745 302 589
2925 3168 -678
911 149 -901
55 2469 12
5855 4115 770
7405 6584 527
739 541 -387
4710 3360 694
935 907 -735
3887 4260 209
649 7882 -185
2203 8702 612
6774 2509 -24
3345 5975 785
18 9049 845
5643 6685 257
2809 8105 -705
8145 5406 -412
8053 3456 328
4968 7204 175
8003 9188 -782
8394 829 -409
8489 3764 322
8566 4570 957
3120 430 -452
1417 7228 285
4920 7736 -753
3250 1111 -626
1947 6660 -943
4101 5453 52
820 1783 -680
8573 7086 -523
5757 9081 -426
5497 7933 331
7743 4285 585
5223 3354 236
7975 6995 -49
211 5636 488
2763 1209 46
8035 274 -502
7976 2898 328
8798 6178 -721
2328 797 -174
1772 4484 395
8177 732 981
8702 2205 609
17 246 -114
7589 2096 -200
5367 4952 -199
7859 9337 917
1804 9288 -350
580 5102 -945
3965 358 756
2564 3754 46
2721 6007 -504
5460 9132 567
7321 1126 -957
2518 5205 -21
8828 6748 234
1741 5879 436
9605 857 -875
770 7113 -727
9662 5134 6
3328 6542 -814
5095 7386 -982
4968 6956 417
9040 5853 -833
3428 7370 116
15 8979 -122
3746 3010 -543
4487 7613 633
435 7169 -360
9376 8229 150
1508 8470 556
6993 1966 294
5307 4478 159
6072 5538 555
3593 2718 268
212 7446 -415
3261 3464 883
183 9174 -679
1159 5157 -513
193 3425 -737
3791 5181 -212
8914 2121 -767
5491 5364 -390
678 7375 840
197 9382 -928
8194 4794 -409
7953 8110 -33
9430 1766 969
2225 4349 91
1946 830 123
7975 6470 186
7759 9076 341
8638 8772 582
1241 91 61
8661 1199 -575
5191 517 -30
4378 724 -206
1428 6088 817
4260 2339 -328
5042 5446 44
2132 6592 433
4674 6624 -504
1595 2139 71
7430 6787 64
7619 7009 -320
4607 3574 -897
9165 9266 -554
3407 9349 910
7463 5678 -742
779 7353 260
3674 1589 -608
3357 1245 -133
1553 8297 16
2188 4607 58
2045 4970 683
7336 1718 920
7227 9613 -42
9443 7510 284
4925 9633 -804
3656 6452 -210
450 200 -671
6397 6522 -858
6282 4849 431
6407 1231 22
1127 1716 281
9326 4110 -716
8439 9161 -719
6216 9432 -400
510 8210 -532
3302 355 -411
4915 5856 80
306 6029 172
7099 9251 792
5243 5824 639
3304 6846 -381
2178 4922 -391
6095 2382 -600
1123 7315 600
2417 7255 -473
4131 9254 -953
6237 7717 703
2890 9109 -826
7783 6284 -734
9073 381 -532
4404 3263 -855
6887 2293 749
7138 799 72
3283 7014 260
575 405 -397
7894 3897 611
659 8302 687
1468 6550 -703
6706 4296 90
6773 7729 -405
8684 8796 -845
6615 4222 -979
564 9488 609
8517 5943 -560
1170 7718 386
7474 4820 -729
8712 6916 -261
9280 4975 -469
4084 9276 -468
2020 8330 -17
477 1043 91
9493 5844 -167
5572 3730 347
6831 4203 577
2253 4215 522
8834 3464 -816
396 28 -623
4482 7279 -891
153 8793 443
8235 9188 -37
2672 7629 119
7296 4867 -818
1687 4756 -808
9373 8318 425
8442 5037 -402
3570 3165 -683
1027 8219 -560
7026 6072 661
4241 3817 -572
8182 5075 476
9023 6762 -859
3221 7724 975
1353 3541 138
4081 4396 -779
676 3503 930
8219 3325 576
5643 6520 -968
9401 9056 28
7819 5488 -224
5754 3419 -406
1141 3045 -838
3174 2004 -770
960 6748 -46
2981 8303 -765
6743 2001 194
5399 4958 593
7026 483 -605
6043 5572 -710
9373 5282 -760
2651 3134 -403
8133 3707 996
413 3251 6
5070 1792 -577
6202 4645 20
1010 3175 -598
2965 4682 -581
4861 1443 -360
441 7332 -299
7594 318 -987
7844 2049 -113
2539 3943 299
4445 4512 -260
8356 6676 520
1251 4998 -872
4889 7604 -790
7998 7797 -875
6260 3872 66
6418 4452 -842
6282 6762 -830
7663 2738 -26
2195 3265 -297
9337 1585 942
2640 232 642
7631 8194 -218
1851 3782 -252
7085 8360 -954
4388 4204 156
1704 6336 -243
7571 9465 -921
1449 1358 -229
1734 5662 121
9148 3353 986
3555 335 -328
2881 6561 394
2739 3187 335
4478 6426 260
2473 9160 652
1430 9071 -412
730 1422 -272
5428 2065 -729
8720 1535 -564
7031 4842 -919
4117 5792 832
9159 9612 -590
326 1955 710
9075 740 640
6838 8816 210
1157 3304 -529
3953 1572 342
9617 6979 -13
1766 6625 248
1014 2928 -376
5409 8004 -538
6956 7712 -92
6600 6755 182
2529 9011 236
3465 2769 275
7992 8776 -280
5414 2241 -164
6429 7760 174
629 402 879
2812 68 393
6965 3116 815
1170 1337 233
191 4761 127
911 3701 -938
5930 6074 -485
9153 5838 542
2713 3330 -970
7632 3244 -771
9466 8372 -364
4896 323 140
7701 2041 -166
1291 8577 895
3611 3320 -17
3780 81 631
6381 6924 -264
3588 827 -329
1399 9629 17
1257 5912 -488
5192 1994 976
3701 7919 -761
6815 3130 -693
4644 3131 260
4818 7871 564
2249 7140 -20
910 65 -172
563 169 -125
1527 5194 422
1936 2988 -692
4750 8604 952
3035 5581 -212
9245 878 -364
3312 229 -549
994 1959 -686
1021 3454 -977
5824 2493 -514
3721 417 -718
5672 1344 -848
3918 9012 899
3440 3360 954
421 6016 586
3491 5786 357
2916 4056 -691
2941 2794 -573
6413 7249 -865
4204 574 392
6886 8333 -831
8600 4964 557
4920 9142 -112
4742 673 -914
2792 9412 -527
8642 9208 300
4230 9513 62
2922 8927 -32
5054 2844 239
64 7835 -845
2907 5854 -798
8698 1564 64
5286 9093 640
1167 4080 573
6231 5873 360
8385 7887 482
1088 2419 -995
6049 8883 -535
3467 7130 650
5234 151 -237
4828 3313 -747
6922 5742 626
2827 7037 -354
6101 5955 -535
8278 4331 -139
2792 4545 883
5449 5681 105
7885 2645 -586
1490 5059 314
3743 6090 915
9661 1684 -457
4407 8522 -465
6621 2283 176
6882 7386 -245
4362 1772 -316
